property_id,title,monthly_int,link,address,agent_name,bed_number_smap,number_of_photos_overall_score,number_of_photos_overall_count,number_of_bedroom_photos_score,number_of_bedroom_photos_count,wide_lenses_score,wide_lenses_count,overprocessed_score,overprocessed_count,natural_light_score,natural_light_count,no_carpet_score,no_carpet_count,large_windows_score,large_windows_count,high_ceiling_score,high_ceiling_count,fireplace_score,fireplace_count,active
67962794,Room to rent,1000,https://www.zoopla.co.uk/to-rent/details/67962794/,"Oakwood Avenue, Southall UB1",Wynn Estates,1,1,6,1,1,0.433,6,0.492,6,0.684,12,0.807,6,0.611,5,0.518,5,-1.0,0,1
67962874,3 bed semi-detached house to rent,2500,https://www.zoopla.co.uk/to-rent/details/67962874/,"Park View Gardens, Woodford Ave IG4",ABC Gone Ltd,3,1,8,0,2,0.46,8,0.407,8,0.801,16,0.504,8,0.608,8,0.491,8,0.568,2,1
67963721,3 bed terraced house to rent,3300,https://www.zoopla.co.uk/to-rent/details/67963721/,"West Arbour Street, London E1",Daniel Ford Estates,3,1,6,0,2,0.5,6,0.228,6,0.723,12,0.792,6,0.55,6,0.439,6,0.085,1,1
67963879,1 bed flat to rent,2925,https://www.zoopla.co.uk/to-rent/details/67963879/,"Cromwell Road, London SW7",Pomp Properties,1,1,5,1,1,0.517,5,0.225,5,0.608,10,0.486,5,0.652,5,0.475,5,0.108,2,1
67963989,3 bed terraced house to rent,2100,https://www.zoopla.co.uk/to-rent/details/67963989/,"Devonia Gardens, London N18",Eureka Property,1,1,6,1,2,0.503,6,0.382,6,0.85,12,0.51,6,0.733,4,0.511,4,0.549,1,1
67964211,3 bed terraced house to rent,2000,https://www.zoopla.co.uk/to-rent/details/67964211/,"Sutherland Avenue, Welling DA16",eXp World UK,3,0,2,0,0,0.495,2,0.405,2,0.922,4,0.86,2,0.672,2,0.488,2,0.329,1,1
67964429,3 bed terraced house to rent,1950,https://www.zoopla.co.uk/to-rent/details/67964429/,"Olven Road, Plumstead, London SE18",Hi Residential,3,1,9,0,1,0.405,11,0.207,11,0.827,22,0.776,11,0.528,9,0.374,9,0.202,2,1
67965092,Room to rent,1200,https://www.zoopla.co.uk/to-rent/details/67965092/,"Oakwood Avenue, Southall UB1",Wynn Estates,1,1,7,1,1,0.496,7,0.36,7,0.582,14,0.57,7,0.566,6,0.516,6,-1.0,0,1
67965151,1 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/67965151/,"Sherwood Gardens, Isle Of Dogs, London E14",Blackstones Resdiential,1,1,10,1,3,0.463,10,0.241,10,0.506,20,0.655,10,0.518,8,0.467,8,0.128,1,1
67965404,3 bed semi-detached house to rent,2700,https://www.zoopla.co.uk/to-rent/details/67965404/,"Booth Road, Colindale, London NW9",Canary Properties,3,1,19,1,3,0.483,19,0.261,19,0.724,38,0.609,19,0.6,18,0.491,18,0.393,5,1
67965419,3 bed semi-detached house to rent,2350,https://www.zoopla.co.uk/to-rent/details/67965419/,"Lyndhurst Avenue, Pinner HA5",VeeZed Residential,3,1,14,0,0,0.462,15,0.273,15,0.743,30,0.761,15,0.554,14,0.482,14,0.247,1,1
67965471,2 bed end terrace house to rent,3300,https://www.zoopla.co.uk/to-rent/details/67965471/,"Krupa Mews, Limehouse, London E14",Net Lettings,2,1,11,0,1,0.485,11,0.245,11,0.668,22,0.551,11,0.589,11,0.408,11,0.199,2,1
67965539,3 bed semi-detached house to rent,3600,https://www.zoopla.co.uk/to-rent/details/67965539/,"Yew Tree Road, London W12",Winkworth - Shepherd's Bush,3,1,8,1,3,0.465,8,0.165,8,0.829,16,0.458,8,0.678,8,0.464,8,0.304,2,1
67965712,3 bed detached house to rent,13000,https://www.zoopla.co.uk/to-rent/details/67965712/,"Napier Place, London W14",Domus Nova London,3,1,19,1,5,0.536,19,0.336,19,0.713,38,0.437,19,0.648,18,0.46,18,0.386,5,1
67966248,3 bed terraced house to rent,2100,https://www.zoopla.co.uk/to-rent/details/67966248/,"Edington Road, London SE2",James Gorey Estate Agents - South East London and North Kent,3,1,11,1,3,0.471,11,0.285,11,0.795,22,0.286,11,0.554,10,0.49,10,0.602,2,1
67966472,3 bed semi-detached house to rent,2400,https://www.zoopla.co.uk/to-rent/details/67966472/,"Capel Crescent, Stanmore HA7",Real Estates - WSP,3,1,16,1,6,0.472,16,0.331,16,0.687,32,0.354,16,0.552,16,0.478,16,0.171,1,1
67966765,2 bed terraced house to rent,2000,https://www.zoopla.co.uk/to-rent/details/67966765/,"Plaistow, London E13",Samuel King,2,1,10,1,4,0.429,10,0.287,10,0.503,20,0.647,10,0.445,10,0.416,10,-1.0,0,1
67967341,3 bed detached house to rent,6500,https://www.zoopla.co.uk/to-rent/details/67967341/,"Silver Birches Close, Richmond TW10",The London Letting Company,3,1,7,1,3,0.466,7,0.139,7,0.693,14,0.417,7,0.587,7,0.428,7,0.369,2,1
67967428,2 bed terraced house to rent,2200,https://www.zoopla.co.uk/to-rent/details/67967428/,"Woburn Close, Wimbledon, London SW19",Foxtons - Wimbledon,2,1,6,1,3,0.497,6,0.31,6,0.654,12,0.527,6,0.48,6,0.45,6,-1.0,0,1
67967696,3 bed terraced house to rent,2300,https://www.zoopla.co.uk/to-rent/details/67967696/,"Harewood Drive, Ilford IG5",Swayam Lets,3,0,4,0,0,0.463,4,0.28,4,0.681,8,0.703,4,0.624,4,0.482,4,0.221,1,1
67968819,3 bed detached house to rent,2250,https://www.zoopla.co.uk/to-rent/details/67968819/,"Trotter Way, Epsom KT19",Dexters - Surbiton,3,0,4,0,1,0.512,4,0.292,4,0.779,8,0.492,4,0.574,4,0.519,4,-1.0,0,1
67969265,3 bed terraced house to rent,3000,https://www.zoopla.co.uk/to-rent/details/67969265/,"Ashmount Road, London N15",Hunters - Tottenham,3,1,9,0,0,0.531,9,0.584,9,0.696,18,0.566,9,0.566,9,0.439,9,0.191,1,1
67969275,2 bed flat to rent,3423,https://www.zoopla.co.uk/to-rent/details/67969275/,"Euston Road, Fitzrovia NW1",Find My Home,2,1,8,1,2,0.442,8,0.292,8,0.523,16,0.51,8,0.499,8,0.502,8,0.097,3,1
67969286,2 bed flat to rent,4500,https://www.zoopla.co.uk/to-rent/details/67969286/,"Harrowby Street, London W1H",Kinleigh Folkard & Hayward - Marylebone Lettings,2,1,10,1,4,0.484,11,0.335,11,0.67,22,0.242,11,0.621,8,0.47,8,0.348,2,1
67969432,Room to rent,700,https://www.zoopla.co.uk/to-rent/details/67969432/,"Norton Road, Wembley HA0",Oyster Properties,1,0,3,0,0,0.483,3,0.553,3,0.827,6,0.863,3,0.568,2,0.496,2,-1.0,0,1
67969685,2 bed terraced house to rent,1975,https://www.zoopla.co.uk/to-rent/details/67969685/,"Bed Terraced House, Golders Green NW11",OpenRent,2,1,6,1,3,0.522,6,0.43,6,0.692,12,0.385,6,0.539,5,0.496,5,-1.0,0,1
67969693,2 bed terraced house to rent,2000,https://www.zoopla.co.uk/to-rent/details/67969693/,"Stamford Road, Dagenham Essex RM9",OpenRent,2,1,5,1,2,0.494,5,0.467,5,0.752,10,0.393,5,0.652,3,0.499,3,0.425,1,1
67970580,1 bed terraced house to rent,1200,https://www.zoopla.co.uk/to-rent/details/67970580/,"Cobham, London NW9",OpenRent,1,1,7,1,2,0.426,7,0.436,7,0.537,14,0.42,7,0.44,6,0.444,6,0.163,1,1
67970596,3 bed terraced house to rent,3200,https://www.zoopla.co.uk/to-rent/details/67970596/,"London, London W12",OpenRent,3,1,9,1,3,0.492,9,0.552,9,0.767,18,0.426,9,0.633,8,0.468,8,0.296,3,1
67970610,2 bed terraced house to rent,1850,https://www.zoopla.co.uk/to-rent/details/67970610/,"Teal Close, London E16",Dagenham Estates,2,1,13,1,6,0.518,13,0.25,13,0.792,26,0.583,13,0.603,12,0.449,12,0.454,3,1
67971476,3 bed mews to rent,13000,https://www.zoopla.co.uk/to-rent/details/67971476/,"Napier Place, Kensington W14",Benham and Reeves - Kensington,3,1,21,1,6,0.565,21,0.396,21,0.705,42,0.448,21,0.689,21,0.495,21,0.491,4,1
67972082,2 bed flat to rent,2750,https://www.zoopla.co.uk/to-rent/details/67972082/,"Hunt Close, London W11",Kinleigh Folkard & Hayward - Holland Park Lettings,2,1,6,1,2,0.489,7,0.171,7,0.811,14,0.621,7,0.728,6,0.477,6,0.347,3,1
67972675,2 bed flat to rent,2495,https://www.zoopla.co.uk/to-rent/details/67972675/,"Spencer Road, London W3",Core London Property Advisors,2,1,7,0,1,0.557,7,0.629,7,0.695,14,0.697,7,0.591,6,0.45,6,-1.0,0,1
67973011,2 bed terraced house to rent,1800,https://www.zoopla.co.uk/to-rent/details/67973011/,"Penshurst Road, Thornton Heath CR7",Foxtons - Norbury,2,1,5,1,3,0.464,5,0.257,5,0.863,10,0.399,5,0.647,5,0.472,5,-1.0,0,1
67973503,2 bed terraced house to rent,1800,https://www.zoopla.co.uk/to-rent/details/67973503/,"Buntingbridge Road, Newbury Park IG2",Easymove Estate Agents - East Ham,2,0,4,0,1,0.463,5,0.282,5,0.902,10,0.444,5,0.656,4,0.499,4,0.392,1,1
67973547,3 bed terraced house to rent,3750,https://www.zoopla.co.uk/to-rent/details/67973547/,"Stillingfleet Road, Barnes SW13",Chestertons - Barnes Village,3,1,6,0,1,0.513,7,0.291,7,0.75,14,0.367,7,0.631,6,0.487,6,0.546,3,1
67973639,Room to rent,700,https://www.zoopla.co.uk/to-rent/details/67973639/,"Boundary Road, London N22",Eureka Property,1,1,5,1,3,0.528,6,0.312,6,0.83,12,0.555,6,0.618,4,0.469,4,-1.0,0,1
67973688,3 bed terraced house to rent,3500,https://www.zoopla.co.uk/to-rent/details/67973688/,"Geraldine Road, Chiswick W4",Chestertons - Chiswick,3,1,12,1,5,0.518,12,0.182,12,0.795,24,0.748,12,0.665,12,0.483,12,0.404,3,1
67974009,2 bed terraced house to rent,1800,https://www.zoopla.co.uk/to-rent/details/67974009/,"Foxglove Way, Wallington SM6",Homecare Estates,2,1,7,1,4,0.474,7,0.274,7,0.77,14,0.671,7,0.582,6,0.499,6,0.176,2,1
67974426,Room to rent,600,https://www.zoopla.co.uk/to-rent/details/67974426/,"Selby Gardens, Southall UB1",EZ Property Services Ltd,1,-1,0,-1,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,,,,,,,1
67974429,Room to rent,750,https://www.zoopla.co.uk/to-rent/details/67974429/,"Selby Gardens, Southall UB1",EZ Property Services Ltd,1,-1,0,-1,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,,,,,,,1
67974800,4 bed terraced house to rent,2700,https://www.zoopla.co.uk/to-rent/details/67974800/,"Lacock Close, London SW19",Sandton Chartered Surveyors,3,1,7,0,2,0.52,7,0.303,7,0.72,14,0.656,7,0.543,6,0.421,6,-1.0,0,1
67975183,3 bed terraced house to rent,3350,https://www.zoopla.co.uk/to-rent/details/67975183/,"Winfrith Road, London SW18",Jacksons Estate Agents - Earlsfield,3,1,6,1,3,0.448,6,0.195,6,0.867,12,0.335,6,0.732,5,0.487,5,0.626,1,1
67975291,3 bed end terrace house to rent,3000,https://www.zoopla.co.uk/to-rent/details/67975291/,"Cresset Street, London SW4",OpenRent,3,1,10,0,2,0.469,10,0.48,10,0.706,20,0.573,10,0.602,10,0.485,10,0.156,3,1
67975333,3 bed terraced house to rent,3750,https://www.zoopla.co.uk/to-rent/details/67975333/,"Wesley Square, London W11",Winkworth - North Kensington,3,1,14,1,5,0.448,14,0.241,14,0.708,28,0.726,14,0.569,14,0.478,14,0.359,3,1
67975770,4 bed end terrace house to rent,2400,https://www.zoopla.co.uk/to-rent/details/67975770/,"Shakespeare Avenue, London N11",Eureka Property,1,1,5,1,3,0.486,8,0.273,8,0.861,16,0.708,8,0.628,5,0.514,5,0.48,1,1
67975823,3 bed semi-detached house to rent,2400,https://www.zoopla.co.uk/to-rent/details/67975823/,"Heathside, Whitton, Hounslow TW4",Stirling Ackroyd - Whitton,3,1,16,0,2,0.457,16,0.362,16,0.742,32,0.647,16,0.554,15,0.49,15,0.335,2,1
67975936,3 bed terraced house to rent,2600,https://www.zoopla.co.uk/to-rent/details/67975936/,"Harcourt Road, London E15",Carter & Willow,3,1,10,0,0,0.446,10,0.255,10,0.607,20,0.839,10,0.514,10,0.437,10,0.182,2,1
67977033,1 bed end terrace house to rent,1750,https://www.zoopla.co.uk/to-rent/details/67977033/,"Benyamin House, 19 Greenwich High Road SE10",Chestertons - Canary Wharf,1,0,4,1,1,0.432,4,0.265,4,0.821,8,0.748,4,0.658,4,0.438,4,0.081,1,1
67977034,3 bed terraced house to rent,3500,https://www.zoopla.co.uk/to-rent/details/67977034/,"Catherine Grove, Canary Wharf SE10",Chestertons - Canary Wharf,3,1,13,1,3,0.528,13,0.349,13,0.881,26,0.725,13,0.826,13,0.492,13,0.511,6,1
67977290,3 bed semi-detached house to rent,2250,https://www.zoopla.co.uk/to-rent/details/67977290/,"Vernon Road, Feltham TW13",OpenRent,3,1,13,1,3,0.475,13,0.332,13,0.65,26,0.383,13,0.48,12,0.547,12,-1.0,0,1
67977326,2 bed detached house to rent,1950,https://www.zoopla.co.uk/to-rent/details/67977326/,"Amersham Road, London SE14",OpenRent,2,1,8,1,2,0.499,8,0.318,8,0.682,16,0.571,8,0.515,6,0.458,6,0.413,2,1
67977422,3 bed end terrace house to rent,2000,https://www.zoopla.co.uk/to-rent/details/67977422/,"Dorking Close, Worcester Park KT4",Connor Prince,3,1,6,0,1,0.417,7,0.284,7,0.814,14,0.623,7,0.595,6,0.474,6,0.082,1,1
67977685,3 bed terraced house to rent,2200,https://www.zoopla.co.uk/to-rent/details/67977685/,"St. Edmunds Road, London N9",Lords Property,3,1,7,0,1,0.389,7,0.373,7,0.746,14,0.339,7,0.462,7,0.466,7,0.633,2,1
67977857,3 bed mews to rent,9750,https://www.zoopla.co.uk/to-rent/details/67977857/,"Elvaston Mews, London SW7",Hamptons - Knightsbridge & Mayfair Lettings,3,1,37,0,0,0.443,37,0.331,37,0.381,74,0.6,37,0.494,34,0.47,34,0.107,2,1
67977889,3 bed terraced house to rent,5200,https://www.zoopla.co.uk/to-rent/details/67977889/,"Wansey Street, Elephant Park, Elephant &amp; Castle SE17",Chase Evans Elephant & Castle,3,1,8,1,3,0.479,8,0.338,8,0.617,16,0.374,8,0.614,8,0.495,8,0.43,2,1
67977960,3 bed flat to rent,7500,https://www.zoopla.co.uk/to-rent/details/67977960/,"White City Living, Wood Lane W12",Lixing,3,1,14,0,2,0.539,14,0.498,14,0.587,28,0.519,14,0.718,13,0.466,13,0.243,2,1
67978330,2 bed terraced house to rent,3199,https://www.zoopla.co.uk/to-rent/details/67978330/,"King's Cross Road, London WC1X",Bamboo Living Ltd,2,1,14,1,6,0.504,15,0.272,15,0.619,30,0.558,15,0.572,14,0.497,14,0.262,2,1
67978878,3 bed semi-detached house to rent,2200,https://www.zoopla.co.uk/to-rent/details/67978878/,"83 Southville Road, Feltham, London TW14",Peepal Estate Agents,3,1,20,0,1,0.479,22,0.343,22,0.69,44,0.852,22,0.42,20,0.441,20,0.302,6,1
67978894,3 bed terraced house to rent,2300,https://www.zoopla.co.uk/to-rent/details/67978894/,"Radnor Close, Mitcham, London CR4",Stacie Templeton Estate Agents,3,1,8,0,2,0.494,8,0.169,8,0.656,16,0.616,8,0.489,8,0.426,8,0.76,1,1
67979085,3 bed detached house to rent,2600,https://www.zoopla.co.uk/to-rent/details/67979085/,"Montgomery Road, Edgware HA8",Foxtons - Stanmore,3,1,6,0,2,0.442,6,0.292,6,0.761,12,0.83,6,0.556,6,0.456,6,0.217,2,1
67979355,3 bed end terrace house to rent,2350,https://www.zoopla.co.uk/to-rent/details/67979355/,"Maple Gardens, Edgware HA8",Joseph Scott,3,1,7,0,0,0.437,7,0.241,7,0.729,14,0.794,7,0.533,6,0.386,6,0.204,1,1
67979390,3 bed terraced house to rent,2200,https://www.zoopla.co.uk/to-rent/details/67979390/,"Addison Avenue, London N14",Property Vine,3,1,9,1,5,0.496,10,0.245,10,0.809,20,0.863,10,0.589,9,0.513,9,0.274,2,1
67979526,3 bed detached house to rent,2950,https://www.zoopla.co.uk/to-rent/details/67979526/,"Minerva Road, Kingston Upon Thames KT1",OpenRent,3,1,7,0,1,0.454,7,0.256,7,0.719,14,0.507,7,0.593,7,0.472,7,0.187,2,1
67979844,2 bed terraced house to rent,6478,https://www.zoopla.co.uk/to-rent/details/67979844/,"Mossop Street, Chelsea SW3",Chestertons - Chelsea,2,1,5,1,2,0.502,5,0.176,5,0.704,10,0.728,5,0.688,5,0.447,5,0.294,1,1
67979890,3 bed semi-detached house to rent,2400,https://www.zoopla.co.uk/to-rent/details/67979890/,"Green Street, Enfield EN3",Rentr,3,1,9,0,0,0.417,9,0.388,9,0.679,18,0.868,9,0.433,9,0.449,9,0.272,2,1
67979893,3 bed end terrace house to rent,2950,https://www.zoopla.co.uk/to-rent/details/67979893/,"Grove Terrace, Kentish Town NW5",Chestertons - Kentish Town,3,1,10,1,3,0.469,13,0.235,13,0.822,26,0.675,13,0.707,9,0.455,9,0.235,3,1
67980518,3 bed terraced house to rent,3142,https://www.zoopla.co.uk/to-rent/details/67980518/,"Cranwich Road, London N16",Key Haven Estates,3,1,6,0,0,0.45,6,0.358,6,0.794,12,0.693,6,0.609,6,0.465,6,0.531,1,1
67980757,3 bed terraced house to rent,2500,https://www.zoopla.co.uk/to-rent/details/67980757/,"Eton Road, Ilford IG1",Twenty20 Estates Ltd,3,1,9,0,1,0.502,9,0.251,9,0.78,18,0.689,9,0.585,9,0.478,9,0.098,2,1
67980847,3 bed semi-detached house to rent,2000,https://www.zoopla.co.uk/to-rent/details/67980847/,"Dunspring Lane, Ilford IG5",Holmes Estate Agents,3,1,5,0,2,0.53,5,0.212,5,0.758,10,0.388,5,0.475,5,0.473,5,0.252,1,1
67981616,2 bed shared accommodation to rent,5614,https://www.zoopla.co.uk/to-rent/details/67981616/,"Ufford Street, London SE1. All Bills Included. (Lndn-Uff743)",Houst Lets,2,1,30,1,11,0.444,32,0.405,32,0.691,64,0.354,32,0.432,22,0.491,22,0.457,9,1
67982015,Room to rent,850,https://www.zoopla.co.uk/to-rent/details/67982015/,"Hospital Way, Hither Green, Lewisham SE13",Kallars London,1,1,5,1,2,0.532,5,0.258,5,0.704,10,0.798,5,0.581,5,0.535,5,0.46,1,1
67982202,3 bed semi-detached house to rent,2500,https://www.zoopla.co.uk/to-rent/details/67982202/,"Lonsdale Road, Southall, Middlesex UB2",Move Inn Estates,3,1,8,1,3,0.464,8,0.247,8,0.689,16,0.743,8,0.543,7,0.485,7,-1.0,0,1
67982458,3 bed terraced house to rent,3150,https://www.zoopla.co.uk/to-rent/details/67982458/,"Montpelier Road, London SE15","Gareth James - Peckham Rye, London",3,1,9,1,4,0.449,10,0.287,10,0.816,20,0.284,10,0.621,8,0.477,8,0.508,2,1
67983630,3 bed terraced house to rent,2800,https://www.zoopla.co.uk/to-rent/details/67983630/,"Lower Kings Road, Kingston Upon Thames, Greater London KT2",Greenwoods Residential Sales & Lettings,3,1,9,0,1,0.404,10,0.219,10,0.859,20,0.612,10,0.538,9,0.444,9,0.541,1,1
67983810,3 bed terraced house to rent,2500,https://www.zoopla.co.uk/to-rent/details/67983810/,"Maybank Avenue, Wembley, Greater London HA0",ElliotLee,3,1,9,0,1,0.432,9,0.432,9,0.633,18,0.617,9,0.498,9,0.483,9,-1.0,0,1
67983909,2 bed semi-detached house to rent,3270,https://www.zoopla.co.uk/to-rent/details/67983909/,"The Birches, London SE7",OpenRent,2,1,15,1,3,0.525,15,0.479,15,0.824,30,0.398,15,0.692,14,0.376,14,0.443,6,1
67984168,2 bed semi-detached house to rent,2200,https://www.zoopla.co.uk/to-rent/details/67984168/,"Pevensey Close, Osterley, Isleworth TW7",Rocket Estate Agents,2,1,6,1,2,0.46,6,0.393,6,0.768,12,0.462,6,0.503,5,0.522,5,0.204,1,1
67984371,2 bed semi-detached house to rent,1699,https://www.zoopla.co.uk/to-rent/details/67984371/,"Stork Road, Forest Gate E7",Abby Homes,2,1,5,1,2,0.425,6,0.27,6,0.647,12,0.548,6,0.416,5,0.567,5,-1.0,0,1
67984647,1 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/67984647/,"Emerson Court, Rodney St N1",Regent Letting & Property Management Ltd,1,0,4,1,1,0.478,4,0.494,4,0.648,8,0.686,4,0.612,4,0.469,4,0.319,1,1
67984831,3 bed detached house to rent,5633,https://www.zoopla.co.uk/to-rent/details/67984831/,"Randolph Avenue, London W9",Jake Charles Property Ltd,3,1,15,1,3,0.523,15,0.375,15,0.648,30,0.492,15,0.623,15,0.462,15,0.344,5,1
67985416,3 bed end terrace house to rent,1995,https://www.zoopla.co.uk/to-rent/details/67985416/,"Redlands Road, Enfield EN3",Westwood Leber,3,1,10,0,0,0.407,11,0.485,11,0.699,22,0.85,11,0.467,10,0.505,10,0.264,1,1
67985519,1 bed detached house to rent,1599,https://www.zoopla.co.uk/to-rent/details/67985519/,"Rosebank Avenue, Hornchurch RM12",JC Living,1,1,6,0,0,0.512,6,0.387,6,0.671,12,0.54,6,0.649,4,0.509,4,0.477,2,1
67985603,Room to rent,600,https://www.zoopla.co.uk/to-rent/details/67985603/,"Burnside Road, Becontree, Dagenham RM8",Century 21 - Goodmayes,1,0,2,1,1,0.495,2,0.25,2,0.7,4,0.92,2,0.433,2,0.554,2,-1.0,0,1
67985690,2 bed terraced house to rent,2400,https://www.zoopla.co.uk/to-rent/details/67985690/,"Bartholomew Close, London SW18",Brinkley's Estate Agents,2,1,6,1,2,0.493,7,0.279,7,0.608,14,0.736,7,0.618,5,0.46,5,0.452,1,1
67985782,2 bed detached house to rent,2400,https://www.zoopla.co.uk/to-rent/details/67985782/,"Alibon Road, Dagenham RM10",Profound Properties,2,1,10,1,2,0.434,12,0.251,12,0.679,24,0.488,12,0.442,8,0.481,8,0.195,4,1
67986008,3 bed town house to rent,12497,https://www.zoopla.co.uk/to-rent/details/67986008/,"Smith Street, Chelsea SW3",Maskells,3,1,17,1,3,0.438,17,0.391,17,0.636,34,0.451,17,0.587,17,0.444,17,0.42,3,1
67986358,3 bed terraced house to rent,6500,https://www.zoopla.co.uk/to-rent/details/67986358/,"Padbury Court, London E2",Austin Homes,3,1,22,1,5,0.481,22,0.271,22,0.716,44,0.581,22,0.641,21,0.499,21,0.305,6,1
67986497,2 bed semi-detached house to rent,2750,https://www.zoopla.co.uk/to-rent/details/67986497/,"Hatherley Grove, London W2",OpenRent,2,1,10,1,4,0.449,10,0.43,10,0.59,20,0.532,10,0.382,8,0.442,8,0.146,1,1
67986550,2 bed end terrace house to rent,1750,https://www.zoopla.co.uk/to-rent/details/67986550/,"Robinhood Close, Mitcham CR4",OpenRent,2,0,2,0,0,0.436,2,0.558,2,0.648,4,0.62,2,0.589,2,0.49,2,-1.0,0,1
67986683,2 bed end terrace house to rent,1700,https://www.zoopla.co.uk/to-rent/details/67986683/,"The Dingle, Uxbridge UB10",Link Up Estate Agents,2,1,11,0,0,0.501,11,0.379,11,0.669,22,0.853,11,0.479,10,0.504,10,0.322,3,1
67986728,3 bed end terrace house to rent,2400,https://www.zoopla.co.uk/to-rent/details/67986728/,"Malting Way, Isleworth TW7",Oakhill,3,1,7,1,3,0.476,7,0.213,7,0.852,14,0.599,7,0.599,7,0.485,7,0.32,2,1
67986746,3 bed semi-detached house to rent,3000,https://www.zoopla.co.uk/to-rent/details/67986746/,"Ecclesbourne Gardens, London N13",Dexters - Muswell Hill,3,1,10,1,3,0.492,10,0.208,10,0.748,20,0.686,10,0.621,10,0.482,10,0.306,1,1
67986828,3 bed terraced house to rent,2700,https://www.zoopla.co.uk/to-rent/details/67986828/,"Seely Road, Tooting SW17",Concept Estate Agents,3,1,8,1,4,0.491,8,0.497,8,0.762,16,0.477,8,0.599,7,0.443,7,0.469,1,1
67987010,1 bed flat to rent,2817,https://www.zoopla.co.uk/to-rent/details/67987010/,"Regents Park Road, Primrose Hill, London NW1",Sandfords - Regent's Park,1,0,1,0,0,0.339,1,0.335,1,0.416,2,0.591,1,0.679,1,0.42,1,0.609,1,1
67987331,3 bed terraced house to rent,2600,https://www.zoopla.co.uk/to-rent/details/67987331/,"Falloden Way, Hampstead Garden Suburb NW11",Litchfields - Hampstead Garden Suburb,3,1,7,0,2,0.531,7,0.211,7,0.826,14,0.684,7,0.721,7,0.491,7,-1.0,0,1
67987426,3 bed semi-detached house to rent,2400,https://www.zoopla.co.uk/to-rent/details/67987426/,"Colbeck Road, Harrow HA1",Phillip Shaw Ltd,3,1,5,0,2,0.492,6,0.265,6,0.851,12,0.52,6,0.629,5,0.497,5,0.552,1,1
67987773,3 bed semi-detached house to rent,3000,https://www.zoopla.co.uk/to-rent/details/67987773/,"Rectory Square, Stepney, London E1",Keatons - Bow,3,1,10,1,4,0.466,10,0.378,10,0.763,20,0.464,10,0.641,10,0.492,10,-1.0,0,1
67987789,3 bed maisonette to rent,7800,https://www.zoopla.co.uk/to-rent/details/67987789/,"Adams Row, Mayfair W1K",Chestertons - Mayfair,3,1,13,0,1,0.456,13,0.278,13,0.589,26,0.738,13,0.482,11,0.479,11,0.211,4,1
67988782,3 bed detached house to rent,2700,https://www.zoopla.co.uk/to-rent/details/67988782/,"The Vale, Hounslow TW5",Marsh & Parsons - Chiswick,3,0,4,0,0,0.475,4,0.46,4,0.698,8,0.703,4,0.611,4,0.535,4,-1.0,0,1
67988829,2 bed terraced house to rent,2000,https://www.zoopla.co.uk/to-rent/details/67988829/,"Vicarage Court, Priory Close, Beckenham BR3",jdm Estate Agents - Locksbottom Lettings,2,1,6,0,1,0.444,7,0.253,7,0.744,14,0.399,7,0.575,6,0.565,6,-1.0,0,1
